Geo Point;Geo Shape;annee;borne_eau;eclairage;id_ajeu;nom;nom_voie;notes;numero;photo;sev;echelle;espace_publique;numsite;nuquart;nusect;objectid
48.1310319097, -1.66177470513;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.661594350314924, 48.131268260652234], [-1.661587041541239, 48.13108015434952], [-1.661583692883708, 48.130958269498805], [-1.661582090064682, 48.13088413401656], [-1.661766053249788, 48.130882005621544], [-1.661858513424934, 48.13087750419835], [-1.661991235451693, 48.13091430640117], [-1.66199965393216, 48.13105861771755], [-1.662003462822824, 48.13112286387994], [-1.661975708711517, 48.13113992578072], [-1.661908532301563, 48.131146177826196], [-1.661785119206716, 48.13114867369032], [-1.661779895061593, 48.13114497931975], [-1.661758637479756, 48.13114481453021], [-1.661730825940501, 48.131145763247396], [-1.661696324071265, 48.1311460495987], [-1.661677850213035, 48.13114756869102], [-1.661672956852661, 48.13115306883634], [-1.661670779071298, 48.13115936539384], [-1.661673057531119, 48.13126683882252], [-1.661594350314924, 48.131268260652234]]]]}";0;;;297;GROUPE SCOLAIRE LES GANTELLES;;;0108AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/010801.jpg;Equipe 29;500;NON;0108;5;29;232
48.1016696868, -1.66649448873;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.666536958871632, 48.10170642926177], [-1.666486062531432, 48.1016788140661], [-1.666485554183242, 48.101678964454834], [-1.66648169119056, 48.10162819377765], [-1.666617422347402, 48.1016206134361], [-1.666613577302412, 48.101570087119725], [-1.666613219237238, 48.101569400623475], [-1.666808931438737, 48.101560284474054], [-1.666820951883852, 48.10165819590164], [-1.666692329236677, 48.10166375786719], [-1.666697307503969, 48.10169915339334], [-1.666536958871632, 48.10170642926177]]], [[[-1.666141018289855, 48.10176208470353], [-1.666191097534951, 48.10172417960305], [-1.666158420694256, 48.10170458673497], [-1.666223406322088, 48.101655066425785], [-1.666332909008474, 48.101649177271575], [-1.666417975446908, 48.10169895854684], [-1.666416912894384, 48.10169927289894], [-1.666401516689406, 48.10171069355132], [-1.666404321413606, 48.10174048976554], [-1.666356893755441, 48.10174255997721], [-1.666311455948043, 48.10174429079363], [-1.666314389904142, 48.1017616578333], [-1.666299278233055, 48.10177504927093], [-1.666264051874098, 48.10177670258029], [-1.666263579239196, 48.101779329455944], [-1.666204138489611, 48.101782529675596], [-1.666190965029922, 48.10179135330496], [-1.666141018289855, 48.10176208470353]]]]}";0;;;293;GROUPE SCOLAIRE ALBERT DE MUN;;;0249AJEUX01;;Equipe 19;500;NON;0249;8;19;43
48.1263983452, -1.66102208902;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.660915672387349, 48.12613564634508], [-1.660930079407534, 48.12609517890116], [-1.661240182515889, 48.12608775324223], [-1.661239986446158, 48.126201913784215], [-1.661433402925388, 48.12627635717474], [-1.66143498617477, 48.12627652638265], [-1.661315623494084, 48.126411571594325], [-1.661320827709897, 48.126416346246565], [-1.661117457530883, 48.12664593799411], [-1.660622611546061, 48.126664422919646], [-1.660595576950507, 48.12660952114342], [-1.66092230712196, 48.12622293526419], [-1.660915672387349, 48.12613564634508]]]]}";0;;;392;GROUPE SCOLAIRE TREGAIN;;;0266AJEUX04;;Equipe 11;500;NON;0266;5;11;233
48.120486419, -1.7140571715;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.713952211446129, 48.120426478254444], [-1.714019139643568, 48.12039103211249], [-1.714110874469099, 48.12045071178192], [-1.714133446346104, 48.120473161910475], [-1.714187383484451, 48.12052046085501], [-1.714115760050621, 48.12057002514004], [-1.714075406852041, 48.12056637723547], [-1.714036416286259, 48.12055250726513], [-1.714010488898904, 48.12053539490564], [-1.71398458660622, 48.12050810630619], [-1.713958936322846, 48.12048062985533], [-1.713951850511068, 48.12046718846685], [-1.713950293875146, 48.12044698386278], [-1.713952211446129, 48.120426478254444]]]]}";0;;;101;PROMENADE DU COMTE DE FOIX;;;0181AJEUX02;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/018102.jpg;Equipe 18;500;OUI;0181;10;18;61
48.0930508984, -1.6730015372;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.672989308406401, 48.092963216303026], [-1.672992542032382, 48.09296302536678], [-1.672997045054356, 48.09296284589741], [-1.673000113944965, 48.09296278150131], [-1.67300031410607, 48.09296277877005], [-1.673004936417187, 48.092962772863345], [-1.673009557116035, 48.09296286794237], [-1.673011121013293, 48.09296292330262], [-1.673015246052836, 48.092963129541396], [-1.673019468038537, 48.092963440868644], [-1.67302367090957, 48.09296385299213], [-1.673027849224286, 48.09296436523203], [-1.673031997541025, 48.092964976908526], [-1.673032843928989, 48.09296511460298], [-1.673035919308759, 48.09296565636533], [-1.673039992725984, 48.09296646571877], [-1.673044022419114, 48.092967371462585], [-1.673048000266312, 48.09296837302587], [-1.673051922084677, 48.09296946877656], [-1.673053578420717, 48.0929699655089], [-1.673055511844128, 48.09297056631342], [-1.673059827730752, 48.09297198845089], [-1.673064074958559, 48.09297349898169], [-1.673068249588638, 48.092975098967095], [-1.673072348615514, 48.09297678492495], [-1.673073011956447, 48.09297706972773], [-1.673074904149217, 48.09297789837798], [-1.673078919744863, 48.092979747217846], [-1.673082846011152, 48.09298167898398], [-1.673086681364022, 48.092983691037574], [-1.673090421701893, 48.092985782644305], [-1.673090830500287, 48.09298601922595], [-1.673092088127764, 48.09298676194192], [-1.673095105560029, 48.092988638748125], [-1.673098019286067, 48.092990588252285], [-1.673100823701541, 48.09299260797903], [-1.673103514542203, 48.0929946953985], [-1.673106090223978, 48.0929968478719], [-1.673106303443622, 48.09299703383523], [-1.673107589302934, 48.09299817728253], [-1.673110054995644, 48.0930004964211], [-1.673112398178408, 48.09300287370387], [-1.673112888026715, 48.09300339623518], [-1.673114818228157, 48.09300553530425], [-1.673116989579966, 48.093008124117], [-1.673118705130712, 48.09301032868071], [-1.673119870475769, 48.09301190864241], [-1.673121850227913, 48.093014772864066], [-1.673123638665529, 48.093017588997306], [-1.673123912303303, 48.093018041024465], [-1.673125544767553, 48.09302090224528], [-1.673127035104771, 48.093023798078896], [-1.67312757631716, 48.09302493215372], [-1.67312872241675, 48.093027532013245], [-1.673129841139167, 48.093030408714704], [-1.673130812738276, 48.09303330941922], [-1.673131636807408, 48.093036229637946], [-1.673132311843798, 48.09303916762984], [-1.673132452233735, 48.09303987106779], [-1.673132783553265, 48.09304179130365], [-1.673133155071512, 48.09304467495611], [-1.673133375240917, 48.093047565663035], [-1.673133443736147, 48.09305045983331], [-1.673133361571956, 48.09305335382141], [-1.673133245632855, 48.09305501380931], [-1.67313313758762, 48.09305613733685], [-1.673132755649738, 48.09305904801817], [-1.673132222076427, 48.09306194774408], [-1.673132077833115, 48.093062612294176], [-1.67313200891664, 48.09306292056041], [-1.673131263449869, 48.09306585683456], [-1.673130369717265, 48.0930687748077], [-1.673129867763964, 48.09307022702318], [-1.673129139354455, 48.09307217863028], [-1.673127825067172, 48.09307536870594], [-1.673126367061039, 48.09307853128494], [-1.673124764929391, 48.09308166187847], [-1.673123019849641, 48.09308475863649], [-1.673122812299158, 48.09308511038428], [-1.67312144635997, 48.09308732939919], [-1.673119419733196, 48.0930903916491], [-1.673117256126768, 48.093093411711166], [-1.673114957976867, 48.093096386783074], [-1.673112570149881, 48.09309926277839], [-1.673110575381531, 48.09310150375492], [-1.673108346104169, 48.09310381373667], [-1.673106332131393, 48.093105753633886], [-1.673106251450269, 48.093105828099006], [-1.673103973935555, 48.09310785800546], [-1.673101576331981, 48.0931098243126], [-1.673099452431449, 48.09311144158885], [-1.673098480579977, 48.093112146094036], [-1.673095981096514, 48.09311384892395], [-1.673093376873363, 48.09311547942079], [-1.673091933649022, 48.09311632563642], [-1.673091082663252, 48.093116805365355], [-1.673088404465515, 48.093118228018156], [-1.673085636795948, 48.093119568706406], [-1.673083771682672, 48.09312040504217], [-1.67308238499595, 48.09312099936138], [-1.673077757377938, 48.09312290675385], [-1.673073051860784, 48.09312472630463], [-1.673068273886202, 48.09312645869363], [-1.673066046165845, 48.093127226872454], [-1.673065990005744, 48.09312724537505], [-1.673060889262737, 48.09312891880028], [-1.673055725036333, 48.09313050019344], [-1.673050500088067, 48.09313199034329], [-1.673046795482813, 48.093132980759506], [-1.673044635430918, 48.09313353082994], [-1.673040312190572, 48.09313455180364], [-1.673035941222822, 48.09313547650043], [-1.673031526547977, 48.09313630475686], [-1.673027074785193, 48.093137035402776], [-1.673026452462446, 48.093137129185514], [-1.673023934743065, 48.09313748745075], [-1.673019427162743, 48.093138047359346], [-1.673014894311404, 48.09313850647374], [-1.673010341630772, 48.093138865473776], [-1.67300577305983, 48.09313912329824], [-1.673005448920012, 48.09313913827852], [-1.673001356272863, 48.093139274932355], [-1.672997000062257, 48.09313932318319], [-1.672994920835635, 48.093139310399366], [-1.67299137780677, 48.09313923367998], [-1.67298717933456, 48.093139048446716], [-1.672984667197794, 48.09313888926731], [-1.672984431581878, 48.093138871814155], [-1.672980387040042, 48.09313852984307], [-1.672976365714736, 48.09313808780977], [-1.672972371626262, 48.09313754555081], [-1.672968410297659, 48.093136904643785], [-1.672964984359223, 48.09313626449704], [-1.672961517556896, 48.093135529596545], [-1.672957701414796, 48.09313462057388], [-1.672955489045534, 48.09313404372318], [-1.672953581047082, 48.093133515771235], [-1.672949775477591, 48.09313238195094], [-1.672946141231539, 48.09313119430945], [-1.672945409548124, 48.09313094201984], [-1.6729415755225, 48.093129553450986], [-1.672937815435601, 48.09312807537289], [-1.672936937993401, 48.093127713671535], [-1.672935780171397, 48.093127226405706], [-1.672931955410491, 48.09312553920423], [-1.67292821453828, 48.093123768396524], [-1.672927882336909, 48.093123605291574], [-1.672925934083688, 48.09312263294387], [-1.672921851322474, 48.09312050299062], [-1.672919214608972, 48.09311905763472], [-1.672918104730244, 48.09311843145626], [-1.672914335989819, 48.09311621935353], [-1.672911185024874, 48.09311426417143], [-1.672909719332783, 48.093113318159816], [-1.672906291209989, 48.09311100570594], [-1.67290379082304, 48.09310922411302], [-1.67290122849166, 48.0931073080751], [-1.6728981679086, 48.09310488065948], [-1.672897032084716, 48.09310393835741], [-1.67289670738329, 48.093103665016386], [-1.67289417729997, 48.09310143679658], [-1.672891770904963, 48.09309914858267], [-1.672890920411132, 48.09309829740304], [-1.672890605977994, 48.093097974085424], [-1.672888326185082, 48.093095539255785], [-1.672886176091426, 48.09309305139628], [-1.672885474185322, 48.09309219237367], [-1.672885140655217, 48.09309177702176], [-1.672883099088383, 48.09308910633734], [-1.67288119331306, 48.09308639048504], [-1.672880685447978, 48.09308562449408], [-1.672880142609834, 48.09308478423468], [-1.672878368425787, 48.093081872905834], [-1.672876734948058, 48.09307892612116], [-1.672876560980757, 48.09307859438972], [-1.672875398804043, 48.093076277218096], [-1.672874047636902, 48.09307329913252], [-1.672873239692886, 48.093071328890574], [-1.672873071602417, 48.09307089870309], [-1.67287202037896, 48.093067965191096], [-1.672871115101823, 48.093065009526384], [-1.672870858463838, 48.093064062117726], [-1.672870438937297, 48.093062370736156], [-1.672869839208037, 48.09305946212043], [-1.672869389162409, 48.093056542914006], [-1.672869090221798, 48.09305361396017], [-1.672868942874115, 48.09305068064554], [-1.672868926088127, 48.09304951533759], [-1.67286895308788, 48.093047734617805], [-1.6728691205232, 48.09304499485186], [-1.672869437765748, 48.09304226070953], [-1.67286990522211, 48.09303953667967], [-1.672870521796145, 48.09303682551003], [-1.672871028339641, 48.09303497843873], [-1.672871140985718, 48.09303460351752], [-1.6728720540379, 48.09303182442806], [-1.672873114584702, 48.09302906997879], [-1.67287369062791, 48.09302772288152], [-1.67287384161319, 48.09302738514786], [-1.672875185806389, 48.093024569607906], [-1.67287667278437, 48.09302178610821], [-1.672877429622783, 48.09302047491232], [-1.672879323387215, 48.09301740094816], [-1.672881356485323, 48.09301436547202], [-1.6728820049842, 48.09301344704374], [-1.672882681501209, 48.09301251125703], [-1.67288484335326, 48.093009679595646], [-1.672887137230336, 48.09300689482909], [-1.672887177305804, 48.09300684724503], [-1.67288861706655, 48.09300520552398], [-1.672891046475843, 48.09300259546219], [-1.672892948171555, 48.093000678154965], [-1.672894910217046, 48.09299880344791], [-1.67289758594372, 48.09299640323415], [-1.672899314738558, 48.09299493808686], [-1.67290166272928, 48.09299304768912], [-1.672904554439236, 48.09299086396302], [-1.672906244685484, 48.092989656287976], [-1.672906455956532, 48.09298950893328], [-1.672909471866344, 48.092987478746835], [-1.672912594017661, 48.092985522634514], [-1.67291369765054, 48.0929848623324], [-1.672916700642992, 48.09298314984913], [-1.672920001375435, 48.092981398228886], [-1.672923391334863, 48.09297972587985], [-1.672926870846584, 48.09297813639312], [-1.672930177751696, 48.0929767350396], [-1.672933400570399, 48.09297545965068], [-1.672937476636587, 48.09297395223735], [-1.672941625321854, 48.09297253378113], [-1.67294583866701, 48.09297120550667], [-1.672948474663905, 48.09297043064315], [-1.672952003262269, 48.0929694572971], [-1.672956449969648, 48.09296832948518], [-1.672958198622533, 48.09296791508358], [-1.672960896811174, 48.09296730709335], [-1.672965525547422, 48.092966347590135], [-1.67296830658801, 48.09296582273448], [-1.672969534819688, 48.092965602497], [-1.672973829293761, 48.0929649025764], [-1.672978155494944, 48.092964300483956], [-1.672982510905733, 48.09296379812416], [-1.672986887485625, 48.092963395823915], [-1.672989308406401, 48.092963216303026]]]]}";0;Non;Non;472;RESIDENCE CLEMENCEAU;;;0146AJEUX01;;Equipe 28;500;OUI;0146;8;28;275
48.1194053946, -1.71507034933;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.715143333585025, 48.11946404810329], [-1.715123290018454, 48.119458708209685], [-1.715104030089878, 48.11946180471688], [-1.71509563457089, 48.119468036732535], [-1.71509091381323, 48.11947657357299], [-1.715066006276496, 48.1194761737851], [-1.7150644560214, 48.11945605812247], [-1.715042301870118, 48.11944601901203], [-1.715025519299291, 48.119435884008965], [-1.715003925525703, 48.11941042843119], [-1.714994803725246, 48.11940723227624], [-1.714857631972628, 48.119403596650066], [-1.714848833221287, 48.11940633179242], [-1.714835387061674, 48.119415080380115], [-1.714804247222071, 48.11942804164808], [-1.714774938348009, 48.119438597596286], [-1.714715409870897, 48.11945136928616], [-1.714715313388465, 48.11947280138517], [-1.714688534632561, 48.11947255662833], [-1.714688819091677, 48.119453547989195], [-1.714688773661454, 48.11942851821234], [-1.714680475935345, 48.11941331804363], [-1.714668826575284, 48.119401745242605], [-1.714659795427007, 48.119399716774645], [-1.714638470616271, 48.11940045317708], [-1.714609992748569, 48.11939909582089], [-1.714582840545787, 48.119394001316294], [-1.714561470058927, 48.11939239852115], [-1.714537580225429, 48.119382508872064], [-1.714522997605865, 48.119378240776676], [-1.714550246659162, 48.119339212602064], [-1.714563408342825, 48.11934947268686], [-1.714581112289138, 48.119348860413396], [-1.714590000332369, 48.11934729306003], [-1.714631325426396, 48.11933037926558], [-1.714687142476609, 48.119316565819204], [-1.714733277208667, 48.11931497173114], [-1.714764006621817, 48.11932111349447], [-1.714786244429407, 48.11933223054385], [-1.714801462830233, 48.11934476085272], [-1.71481861188413, 48.119359654885095], [-1.714828653657962, 48.11937479525473], [-1.714987560219162, 48.11938128113564], [-1.714998059374857, 48.11937965760572], [-1.715006364171457, 48.11937225698607], [-1.715012828948646, 48.11936366035683], [-1.715024387926693, 48.119351375713606], [-1.715034526026911, 48.11934508306782], [-1.715046355488391, 48.11933630071934], [-1.715070620354906, 48.119328349335596], [-1.715091444311048, 48.119322857559254], [-1.715111025069703, 48.11932218086651], [-1.715130792637159, 48.119323929480096], [-1.715139823872783, 48.11932595880887], [-1.715186004270448, 48.11934939431666], [-1.715237781178303, 48.11932851673067], [-1.715251817382939, 48.11932569115707], [-1.715296298736463, 48.11932532435222], [-1.715319546046012, 48.119326862669496], [-1.715359584083353, 48.119338624814695], [-1.715383474054016, 48.11934851429331], [-1.715402547162144, 48.11936568302415], [-1.715421993847286, 48.11938770147231], [-1.715428549112419, 48.11940296133108], [-1.715430562297761, 48.119429093579676], [-1.715426753438881, 48.1194494839586], [-1.715414131237667, 48.11946891831554], [-1.715401015130034, 48.119483688104694], [-1.715382445001197, 48.119497475857884], [-1.715360200084437, 48.11950895879137], [-1.715328827788356, 48.11951715570884], [-1.715295620899693, 48.11952424559885], [-1.715287413551847, 48.11953290288272], [-1.715282595388328, 48.11954018308734], [-1.715281764516682, 48.119552096354084], [-1.715246134301309, 48.119552156992626], [-1.715248848810814, 48.11951757772316], [-1.715221793994867, 48.119513740910705], [-1.715194318510085, 48.11950271434495], [-1.715181210659667, 48.11949488418671], [-1.715156399248586, 48.11947305052361], [-1.715143333585025, 48.11946404810329]]]]}";0;;;97;SQUARE DE CORSE;;;0179AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/017901.jpg;Equipe 18;500;OUI;0179;10;18;156
48.1338897832, -1.65482720538;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.654600833456094, 48.133727689445884], [-1.654715600910352, 48.1336987468289], [-1.654798413738241, 48.13372303028469], [-1.654861529932862, 48.13375536600262], [-1.654875151210059, 48.133764716496756], [-1.654881681242771, 48.13377808971013], [-1.65488876320852, 48.133798737325066], [-1.654902760510055, 48.133813026595966], [-1.654914029796302, 48.133841004240736], [-1.6549267084687, 48.133862721996394], [-1.654958515861859, 48.13389369262008], [-1.655024252390681, 48.133935752726714], [-1.655063969086978, 48.13395042847311], [-1.655094003100279, 48.13395804972537], [-1.655075931332502, 48.13398576490635], [-1.654987320924207, 48.13405522673126], [-1.654958778880304, 48.13406727185314], [-1.654935369555755, 48.13407428051992], [-1.654917124402551, 48.13407490168339], [-1.654900431690593, 48.13407294878626], [-1.654879710930632, 48.134067531238905], [-1.654870213608306, 48.13406290208464], [-1.654852785025748, 48.134051250277636], [-1.654834466081428, 48.13402963459918], [-1.654762217579131, 48.13402227887429], [-1.654761282902915, 48.13400997586011], [-1.654747661581615, 48.134000625353], [-1.654759432426858, 48.13396079011766], [-1.65474589899642, 48.13395260652345], [-1.654736121779813, 48.13394429616591], [-1.654731439090852, 48.13393221058814], [-1.654715786527234, 48.13391914793214], [-1.654682129242135, 48.13391164886647], [-1.654672783277654, 48.133910797098586], [-1.654635431555169, 48.1338847452348], [-1.65463814138946, 48.13388145306387], [-1.654640337765289, 48.1338784970379], [-1.65464751677221, 48.13386852923285], [-1.654650396095966, 48.13385861736876], [-1.654649462790542, 48.133846314298964], [-1.654645013356232, 48.133833770555505], [-1.654642761869097, 48.13382538364182], [-1.654642006272043, 48.133820727834326], [-1.65461367198342, 48.13375760395667], [-1.654600833456094, 48.133727689445884]]]]}";0;;;300;JARDIN DU NANCON;;;0118AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/011801.jpg;Equipe 29;500;OUI;0118;5;29;53
48.1342279649, -1.65386822952;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.653769401426442, 48.134202451005386], [-1.653850183022099, 48.1341485635545], [-1.653945643553416, 48.13414630632672], [-1.653948019060571, 48.134158110432644], [-1.653973341548585, 48.13415679942352], [-1.653969943633109, 48.13419355930693], [-1.653970017471192, 48.13424415677348], [-1.653943085973361, 48.13424552296403], [-1.653946044094755, 48.134273872969004], [-1.653947345978906, 48.134301650232175], [-1.653774050271248, 48.13430448381806], [-1.653770293730797, 48.13427624991087], [-1.653767122320101, 48.134243314964685], [-1.6537410264974, 48.13422556479559], [-1.653769401426442, 48.134202451005386]]]]}";0;;;302;SQUARE DE TANOUARN;;;0121AJEUX01;;Equipe 29;500;OUI;0121;5;29;336
48.0904147174, -1.63913422022;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.639021390689589, 48.09037725616869], [-1.639033381214054, 48.09037054685086], [-1.639048926571116, 48.09036461762985], [-1.639074807613441, 48.09036031842658], [-1.639100310343472, 48.09035990360033], [-1.639108432124793, 48.090360589469704], [-1.639123855756281, 48.09036521195472], [-1.639129431764361, 48.0903674999252], [-1.639135625232553, 48.09036980442156], [-1.639140337824677, 48.0903650332655], [-1.639156438229559, 48.090348480759395], [-1.639152604815791, 48.09034894004151], [-1.639152081665366, 48.09034729511366], [-1.639151170200856, 48.090342752760805], [-1.639151844996509, 48.09033663171529], [-1.639153230987729, 48.09033239219247], [-1.639158998686815, 48.09032590880067], [-1.639166881731048, 48.09032106824342], [-1.639174893028507, 48.090317938110346], [-1.639182169486043, 48.090316357710314], [-1.639188382205123, 48.090315765448175], [-1.63919497872329, 48.09031649485435], [-1.639200156575208, 48.09031727161036], [-1.63920712371721, 48.09031913129241], [-1.639211792064288, 48.0903206881993], [-1.639218363522647, 48.09032484801655], [-1.639222722556886, 48.09032984500669], [-1.639225649910367, 48.090334699750706], [-1.639226575816778, 48.09033943254317], [-1.639226593982299, 48.090343433378365], [-1.639225688711901, 48.09034651276799], [-1.639224769086634, 48.09034940261522], [-1.639222555227756, 48.090352616819374], [-1.639241331043849, 48.09036097039461], [-1.639272751810175, 48.09034946259453], [-1.639288019381434, 48.09036775399727], [-1.639292740932175, 48.0903740302622], [-1.639222814602832, 48.09039824549448], [-1.63921166767531, 48.09040546681955], [-1.639207055814941, 48.09041201619199], [-1.639204169216301, 48.09042183792621], [-1.639208454455333, 48.090430515986576], [-1.639215537446651, 48.09043711863136], [-1.639225179050346, 48.090440212929536], [-1.639250384322082, 48.09044476045327], [-1.639235946537527, 48.090495580418995], [-1.639214677389404, 48.090493331183744], [-1.639158751054323, 48.09048595358936], [-1.639140338052516, 48.09048414771082], [-1.639086009722528, 48.090480137686086], [-1.639036683418711, 48.090478299115134], [-1.639012642117282, 48.09047848464107], [-1.638999772798396, 48.09047892116645], [-1.639000247791909, 48.09047098175663], [-1.638998821970156, 48.09040584285615], [-1.639004433641383, 48.09039295749577], [-1.639009756355813, 48.09038692457724], [-1.639021390689589, 48.09037725616869]]]]}";0;;;337;CRECHE DE LA POTERIE;;;0205AJEUX01;;Equipe 33;500;NON;0205;7;33;32
48.1207583212, -1.71843637985;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.718026046727936, 48.12076067027053], [-1.718035476153937, 48.12073297193108], [-1.718025182402671, 48.12073548930579], [-1.718012842766677, 48.12073591535512], [-1.718001059425834, 48.12073308182401], [-1.717986834901939, 48.120724748998704], [-1.717977738098721, 48.12071488929398], [-1.717974069033457, 48.120709163737395], [-1.717970160313954, 48.12069858386692], [-1.717969440267071, 48.12068924465526], [-1.717969816490567, 48.12068364960003], [-1.717953391757602, 48.12068340701535], [-1.717945281903611, 48.120682876471385], [-1.717948202371326, 48.120595166890816], [-1.717949404084715, 48.120589812805335], [-1.71795327940039, 48.12058427694541], [-1.717958670668837, 48.120580938854836], [-1.717965952555017, 48.120577716035626], [-1.717975031118131, 48.120576861490804], [-1.718132924738175, 48.12057887654255], [-1.718132567083591, 48.12060563050553], [-1.718112965254029, 48.12060603822757], [-1.718113360863623, 48.120619890851614], [-1.718132044216304, 48.120619784835014], [-1.718131876930451, 48.12062807462431], [-1.718131798932244, 48.12063753128131], [-1.718143296847145, 48.120647128463176], [-1.718167181146776, 48.12063423689051], [-1.718204478105124, 48.120615659642525], [-1.71821617202133, 48.12061210440588], [-1.718229888353171, 48.12061036931898], [-1.718244211404619, 48.120609514043906], [-1.718260372478819, 48.1206115669038], [-1.718274498283068, 48.12061512970947], [-1.718371712472032, 48.120646594069875], [-1.718746520036476, 48.12058189625888], [-1.71886767535968, 48.12090053227507], [-1.718401804403397, 48.120973168525374], [-1.718343261719767, 48.12098551773524], [-1.718347359889402, 48.12081889267748], [-1.718126448169367, 48.12081581478934], [-1.71800907734694, 48.12081266977017], [-1.718026046727936, 48.12076067027053]]]]}";0;;;111;GROUPE SCOLAIRE GUYENNE;;;0193AJEUX01;http://web-bdu/PhotoJardin/thematique/aire_de_jeux/019301.jpg;Equipe 18;500;NON;0193;10;18;134
48.11200867, -1.70949334048;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.709350472911439, 48.11207873582823], [-1.709341782840801, 48.11206715041479], [-1.709336869089179, 48.1120557049914], [-1.709335202663033, 48.112039284972106], [-1.709337546986553, 48.11202605817006], [-1.709341769672702, 48.112016278625084], [-1.709329649696562, 48.11200553204146], [-1.709321074998118, 48.11199718404841], [-1.709315284026363, 48.11198657923255], [-1.709314392873232, 48.111974994284566], [-1.709317580591965, 48.111963989286416], [-1.709348360283358, 48.111941138345976], [-1.709362326220053, 48.111937415197936], [-1.709381445637884, 48.11193603468146], [-1.709398301676733, 48.111938424242176], [-1.70941498297229, 48.11194379187452], [-1.709426508592467, 48.11195203791939], [-1.709434642689846, 48.11196166098166], [-1.70950177586158, 48.11196393671829], [-1.709515515432182, 48.11195553982166], [-1.709530720989796, 48.11194871206114], [-1.709549996073373, 48.1119440856966], [-1.709571698287387, 48.111943066127075], [-1.709586621643699, 48.11194480223046], [-1.709587706381048, 48.11190820839884], [-1.709669712147593, 48.111911591447196], [-1.709668587656504, 48.11194764625193], [-1.709709101840571, 48.11194822959967], [-1.709707016324839, 48.11199278146829], [-1.709640009161858, 48.111992121761936], [-1.709640223331425, 48.11202813074421], [-1.709622657231797, 48.11202873671312], [-1.709605559563258, 48.11203193757531], [-1.709590813751719, 48.11203775891152], [-1.709577506580179, 48.112044790965584], [-1.709569827809384, 48.112053339709284], [-1.709563998090549, 48.11206146399179], [-1.709560277778209, 48.112070776926444], [-1.709544285200669, 48.112067367121625], [-1.709525996065391, 48.11208654636673], [-1.709514747508315, 48.112094137477044], [-1.709499130069875, 48.11210259957273], [-1.70948089809587, 48.112108541154896], [-1.709465917804509, 48.112111309248746], [-1.709445725148754, 48.11211272562478], [-1.709424059640589, 48.11211248302942], [-1.709402062336052, 48.11210792965531], [-1.709385381070795, 48.112102562919006], [-1.709364735182269, 48.1120911193667], [-1.709350472911439, 48.11207873582823]]]]}";0;;;55;SQUARE CHARLES GENIAUX;;;0213AJEUX01;;Equipe 26;500;OUI;0213;3;26;169
48.1276133078, -1.66282673529;"{""type"": ""MultiPolygon"", ""coordinates"": [[[[-1.662629007793876, 48.1275187250083], [-1.662631381034417, 48.12751810438471], [-1.662908227963284, 48.12751019535318], [-1.662911383241959, 48.127512789542294], [-1.663024340849237, 48.12770890887625], [-1.662743273660493, 48.127716151241636], [-1.662726069136688, 48.12768621532555], [-1.662717522463238, 48.1276711104047], [-1.662708815838272, 48.12765565064217], [-1.662629007793876, 48.1275187250083]]]]}";0;;;17;ALLEE DE BRNO;;;0254AJEUX02;;Equipe 11;500;OUI;0254;5;11;260
